Results
Filename Time(ms) BER% FER%
../gentests/MarkMtx5/b5_10_0001_018.mtx 385.628 0.185737 2.89 
../gentests/MarkMtx5/b5_10_0001_019.mtx 376.667 0.160895 2.28 
../gentests/MarkMtx5/b5_10_0001_020.mtx 402.392 0.218053 3.97 
../gentests/MarkMtx5/b5_10_0001_021.mtx 368.695 0.150684 2.23 
../gentests/MarkMtx5/b5_10_0001_022.mtx 382.795 0.184474 2.92 
../gentests/MarkMtx5/b5_10_0001_023.mtx 349.291 0.113842 1.55 
../gentests/MarkMtx5/b5_10_0001_024.mtx 321.791 0.0876316 1.16 
../gentests/MarkMtx5/b5_10_0001_025.mtx 334.432 0.0951579 1.42 
../gentests/MarkMtx5/b5_10_0001_026.mtx 403.688 0.240526 3.51 
../gentests/MarkMtx5/b5_10_0001_027.mtx 350.607 0.142368 2 
../gentests/MarkMtx5/b5_10_0001_028.mtx 349.908 0.131526 1.8 
../gentests/MarkMtx5/b5_10_0001_029.mtx 397.512 0.221368 3.44 
../gentests/MarkMtx5/b5_10_0001_030.mtx 373.625 0.174053 2.39 
../gentests/MarkMtx5/b5_10_0001_031.mtx 330.101 0.105789 1.3 
../gentests/MarkMtx5/b5_10_0001_032.mtx 359.054 0.129526 1.87 
../gentests/MarkMtx5/b5_10_0001_033.mtx 326.756 0.100632 1.33 
../gentests/MarkMtx5/b5_10_0001_034.mtx 338.658 0.104316 1.46 
../gentests/MarkMtx5/b5_10_0001_035.mtx 367.281 0.169158 2.48 
../gentests/MarkMtx5/b5_10_0001_036.mtx 367.389 0.175421 2.3 
../gentests/MarkMtx5/b5_10_0001_037.mtx 381.828 0.166263 2.54 
../gentests/MarkMtx5/b5_10_0001_038.mtx 344.889 0.131 1.84 
../gentests/MarkMtx5/b5_10_0001_039.mtx 361.004 0.131368 1.83 
../gentests/MarkMtx5/b5_10_0001_040.mtx 321.786 0.0932105 1.1 
../gentests/MarkMtx5/b5_10_0001_041.mtx 373.939 0.156789 2.31 
../gentests/MarkMtx5/b5_10_0001_042.mtx 345.777 0.116053 1.51 
../gentests/MarkMtx5/b5_10_0001_043.mtx 347.422 0.127579 1.55 
../gentests/MarkMtx5/b5_10_0001_044.mtx 356.333 0.127211 1.69 
../gentests/MarkMtx5/b5_10_0001_045.mtx 338.236 0.110316 1.5 
../gentests/MarkMtx5/b5_10_0001_046.mtx 345.159 0.118632 1.59 
../gentests/MarkMtx5/b5_10_0001_047.mtx 393.126 0.244368 3.41 
../gentests/MarkMtx5/b5_10_0001_048.mtx 346.013 0.112105 1.51 
../gentests/MarkMtx5/b5_10_0001_049.mtx 404.845 0.261579 3.98 
../gentests/MarkMtx5/b5_10_0001_050.mtx 325.531 0.0856842 1.09 
../gentests/MarkMtx5/b5_10_0001_051.mtx 337.356 0.115421 1.52 
../gentests/MarkMtx5/b5_10_0001_052.mtx 332.044 0.101421 1.32 
../gentests/MarkMtx5/b5_10_0001_053.mtx 354.262 0.136526 1.8 
../gentests/MarkMtx5/b5_10_0001_054.mtx 308.352 0.0877895 1.13 
../gentests/MarkMtx5/b5_10_0001_055.mtx 360.058 0.127158 1.78 
../gentests/MarkMtx5/b5_10_0001_056.mtx 350.468 0.115632 1.52 
../gentests/MarkMtx5/b5_10_0001_057.mtx 406.169 0.271263 4.04 
../gentests/MarkMtx5/b5_10_0001_058.mtx 438.076 0.362526 6.31 
../gentests/MarkMtx5/b5_10_0001_059.mtx 314.885 0.0924211 1.13 
../gentests/MarkMtx5/b5_10_0001_060.mtx 358.048 0.158053 2.08 
../gentests/MarkMtx5/b5_10_0001_061.mtx 369.729 0.144842 2.08 
../gentests/MarkMtx5/b5_10_0001_062.mtx 341.308 0.116421 1.45 
../gentests/MarkMtx5/b5_10_0001_063.mtx 318.52 0.100211 1.21 
../gentests/MarkMtx5/b5_10_0001_064.mtx 424.559 0.287526 4.59 
../gentests/MarkMtx5/b5_10_0001_065.mtx 325.822 0.105053 1.38 
../gentests/MarkMtx5/b5_10_0001_066.mtx 387.018 0.182 2.77 
../gentests/MarkMtx5/b5_10_0001_067.mtx 432.78 0.330368 5.38 
../gentests/MarkMtx5/b5_10_0001_068.mtx 398.411 0.212 3.16 
../gentests/MarkMtx5/b5_10_0001_069.mtx 356.332 0.134895 1.77 
../gentests/MarkMtx5/b5_10_0001_070.mtx 372.942 0.151053 2.13 
../gentests/MarkMtx5/b5_10_0001_071.mtx 401.789 0.272158 3.83 
../gentests/MarkMtx5/b5_10_0001_072.mtx 348.935 0.117632 1.66 
../gentests/MarkMtx5/b5_10_0001_073.mtx 312.737 0.0944737 1.16 
../gentests/MarkMtx5/b5_10_0001_074.mtx 350.715 0.114053 1.54 
../gentests/MarkMtx5/b5_10_0001_075.mtx 345.884 0.113368 1.49 
../gentests/MarkMtx5/b5_10_0001_076.mtx 362.271 0.141895 1.85 
../gentests/MarkMtx5/b5_10_0001_077.mtx 396.128 0.214842 3.39 
../gentests/MarkMtx5/b5_10_0001_078.mtx 373.534 0.142842 2.14 
../gentests/MarkMtx5/b5_10_0001_079.mtx 325.394 0.0941053 1.24 
../gentests/MarkMtx5/b5_10_0001_080.mtx 398.521 0.232474 3.34 
../gentests/MarkMtx5/b5_10_0001_081.mtx 333.936 0.108895 1.51 
../gentests/MarkMtx5/b5_10_0001_082.mtx 362.142 0.140158 1.91 
../gentests/MarkMtx5/b5_10_0001_083.mtx 342.953 0.119053 1.48 
../gentests/MarkMtx5/b5_10_0001_084.mtx 413.334 0.279842 4.47 
../gentests/MarkMtx5/b5_10_0001_085.mtx 353.552 0.121947 1.56 
../gentests/MarkMtx5/b5_10_0001_086.mtx 393.14 0.235053 3.49 
../gentests/MarkMtx5/b5_10_0001_087.mtx 361.258 0.127211 1.74 
../gentests/MarkMtx5/b5_10_0001_088.mtx 329.164 0.0965789 1.32 
../gentests/MarkMtx5/b5_10_0001_089.mtx 352.417 0.130474 1.76 
../gentests/MarkMtx5/b5_10_0001_090.mtx 341.772 0.102263 1.47 
../gentests/MarkMtx5/b5_10_0001_091.mtx 320.276 0.0996842 1.22 
../gentests/MarkMtx5/b5_10_0001_092.mtx 393.74 0.209368 3.04 
../gentests/MarkMtx5/b5_10_0001_093.mtx 330.598 0.0915263 1.3 
../gentests/MarkMtx5/b5_10_0001_094.mtx 326.799 0.100421 1.21 
../gentests/MarkMtx5/b5_10_0001_095.mtx 353.112 0.118263 1.71 
../gentests/MarkMtx5/b5_10_0001_096.mtx 388.673 0.197263 3.11 
../gentests/MarkMtx5/b5_10_0001_097.mtx 345.087 0.109895 1.63 
../gentests/MarkMtx5/b5_10_0001_098.mtx 416.925 0.247 4.39 
../gentests/MarkMtx5/b5_10_0001_099.mtx 339.297 0.123368 1.56 
../gentests/MarkMtx5/b5_10_0002_000.mtx 355.31 0.126316 2.09 
../gentests/MarkMtx5/b5_10_0002_001.mtx 375.485 0.178211 2.49 
../gentests/MarkMtx5/b5_10_0002_002.mtx 329.608 0.106421 1.42 
../gentests/MarkMtx5/b5_10_0002_003.mtx 308.494 0.100895 1.18 
../gentests/MarkMtx5/b5_10_0002_004.mtx 363.02 0.138211 1.93 
../gentests/MarkMtx5/b5_10_0002_005.mtx 325.765 0.104579 1.26 
../gentests/MarkMtx5/b5_10_0002_006.mtx 320.245 0.093421 1.16 
../gentests/MarkMtx5/b5_10_0002_007.mtx 390.239 0.196053 2.82 
../gentests/MarkMtx5/b5_10_0002_008.mtx 407.659 0.238 3.75 
../gentests/MarkMtx5/b5_10_0002_009.mtx 387.409 0.212632 3.15 
../gentests/MarkMtx5/b5_10_0002_010.mtx 387.801 0.174789 2.53 
../gentests/MarkMtx5/b5_10_0002_011.mtx 343.434 0.109053 1.56 
../gentests/MarkMtx5/b5_10_0002_012.mtx 374.812 0.152737 2.14 
../gentests/MarkMtx5/b5_10_0002_013.mtx 383.72 0.161158 2.55 
../gentests/MarkMtx5/b5_10_0002_014.mtx 341.692 0.111526 1.49 
../gentests/MarkMtx5/b5_10_0002_015.mtx 350.717 0.128053 1.83 
../gentests/MarkMtx5/b5_10_0002_016.mtx 338.762 0.116316 1.53 
../gentests/MarkMtx5/b5_10_0002_017.mtx 413.892 0.275316 4.5 
../gentests/MarkMtx5/b5_10_0002_018.mtx 368.193 0.155368 2.08 
../gentests/MarkMtx5/b5_10_0002_019.mtx 365.354 0.134316 2.05 
../gentests/MarkMtx5/b5_10_0002_020.mtx 393.653 0.176421 2.99 
../gentests/MarkMtx5/b5_10_0002_021.mtx 469.534 0.344368 9.61 
../gentests/MarkMtx5/b5_10_0002_022.mtx 793.519 0.961632 41.07 
../gentests/MarkMtx5/b5_10_0002_023.mtx 414.291 0.278579 4.17 
../gentests/MarkMtx5/b5_10_0002_024.mtx 338.131 0.110842 1.41 
../gentests/MarkMtx5/b5_10_0002_025.mtx 336.539 0.11 1.37 
../gentests/MarkMtx5/b5_10_0002_026.mtx 398.294 0.212632 3.38 
../gentests/MarkMtx5/b5_10_0002_027.mtx 355.979 0.125526 1.67 
../gentests/MarkMtx5/b5_10_0002_028.mtx 354.521 0.136421 1.94 
../gentests/MarkMtx5/b5_10_0002_029.mtx 352.876 0.118895 1.7 
../gentests/MarkMtx5/b5_10_0002_030.mtx 335.601 0.115211 1.47 
../gentests/MarkMtx5/b5_10_0002_031.mtx 329.572 0.101526 1.31 
../gentests/MarkMtx5/b5_10_0002_032.mtx 341.87 0.119737 1.62 
../gentests/MarkMtx5/b5_10_0002_033.mtx 345.33 0.119789 1.43 
../gentests/MarkMtx5/b5_10_0002_034.mtx 351.73 0.117105 1.67 
../gentests/MarkMtx5/b5_10_0002_035.mtx 386.428 0.170421 2.63 
../gentests/MarkMtx5/b5_10_0002_036.mtx 358.303 0.151105 1.95 
../gentests/MarkMtx5/b5_10_0002_037.mtx 383.044 0.160579 2.57 
../gentests/MarkMtx5/b5_10_0002_038.mtx 358.109 0.129474 1.77 
../gentests/MarkMtx5/b5_10_0002_039.mtx 346.323 0.108421 1.56 
../gentests/MarkMtx5/b5_10_0002_040.mtx 348.835 0.148211 1.98 
../gentests/MarkMtx5/b5_10_0002_041.mtx 369.261 0.157684 2.07 
../gentests/MarkMtx5/b5_10_0002_042.mtx 401.638 0.230263 3.59 
../gentests/MarkMtx5/b5_10_0002_043.mtx 365.562 0.140526 1.98 
../gentests/MarkMtx5/b5_10_0002_044.mtx 360.016 0.137158 1.86 
../gentests/MarkMtx5/b5_10_0002_045.mtx 341.911 0.126526 1.51 
../gentests/MarkMtx5/b5_10_0002_046.mtx 332.67 0.111737 1.45 
../gentests/MarkMtx5/b5_10_0002_047.mtx 382.05 0.161947 2.78 
../gentests/MarkMtx5/b5_10_0002_048.mtx 348.319 0.123158 1.72 
../gentests/MarkMtx5/b5_10_0002_049.mtx 401.684 0.238421 3.78 
../gentests/MarkMtx5/b5_10_0002_050.mtx 324.29 0.0931579 1.22 
../gentests/MarkMtx5/b5_10_0002_051.mtx 353.137 0.121947 1.7 
../gentests/MarkMtx5/b5_10_0002_052.mtx 356.67 0.125947 1.77 
../gentests/MarkMtx5/b5_10_0002_053.mtx 401.775 0.230842 3.62 
../gentests/MarkMtx5/b5_10_0002_054.mtx 355.679 0.150579 2.03 
../gentests/MarkMtx5/b5_10_0002_055.mtx 339.761 0.110053 1.38 
../gentests/MarkMtx5/b5_10_0002_056.mtx 320.246 0.0984211 1.31 
../gentests/MarkMtx5/b5_10_0002_057.mtx 363.408 0.124211 1.82 
../gentests/MarkMtx5/b5_10_0002_058.mtx 434.376 0.400211 6.41 
../gentests/MarkMtx5/b5_10_0002_059.mtx 325.709 0.103263 1.36 
../gentests/MarkMtx5/b5_10_0002_060.mtx 354.761 0.117579 1.69 
../gentests/MarkMtx5/b5_10_0002_061.mtx 358.661 0.127368 1.85 
../gentests/MarkMtx5/b5_10_0002_062.mtx 342.098 0.138263 1.8 
../gentests/MarkMtx5/b5_10_0002_063.mtx 325.845 0.108421 1.44 
../gentests/MarkMtx5/b5_10_0002_064.mtx 337.875 0.113 1.45 
../gentests/MarkMtx5/b5_10_0002_065.mtx 384.227 0.217579 3.1 
../gentests/MarkMtx5/b5_10_0002_066.mtx 357.468 0.140895 1.91 
../gentests/MarkMtx5/b5_10_0002_067.mtx 387.707 0.178 2.86 
../gentests/MarkMtx5/b5_10_0002_068.mtx 342.151 0.127895 1.63 
../gentests/MarkMtx5/b5_10_0002_069.mtx 360.25 0.144789 1.96 
../gentests/MarkMtx5/b5_10_0002_070.mtx 384.402 0.159579 2.44 
../gentests/MarkMtx5/b5_10_0002_071.mtx 384.822 0.199474 2.95 
../gentests/MarkMtx5/b5_10_0002_072.mtx 329.452 0.0967368 1.37 
../gentests/MarkMtx5/b5_10_0002_073.mtx 359.145 0.139947 1.9 
../gentests/MarkMtx5/b5_10_0002_074.mtx 308.641 0.0816842 1 
../gentests/MarkMtx5/b5_10_0002_075.mtx 337.524 0.111053 1.47 
../gentests/MarkMtx5/b5_10_0002_076.mtx 325.841 0.0893684 1.14 
../gentests/MarkMtx5/b5_10_0002_077.mtx 390.449 0.243947 3.27 
../gentests/MarkMtx5/b5_10_0002_078.mtx 351.091 0.127474 1.79 
../gentests/MarkMtx5/b5_10_0002_079.mtx 322.018 0.109632 1.34 
../gentests/MarkMtx5/b5_10_0002_080.mtx 390.601 0.216737 3.05 
../gentests/MarkMtx5/b5_10_0002_081.mtx 347.132 0.113579 1.48 
../gentests/MarkMtx5/b5_10_0002_082.mtx 336.76 0.108053 1.44 
../gentests/MarkMtx5/b5_10_0002_083.mtx 334.516 0.101368 1.26 
../gentests/MarkMtx5/b5_10_0002_084.mtx 459.994 0.356 7.24 
../gentests/MarkMtx5/b5_10_0002_085.mtx 365.455 0.148632 2.01 
../gentests/MarkMtx5/b5_10_0002_086.mtx 340.575 0.105632 1.42 
../gentests/MarkMtx5/b5_10_0002_087.mtx 357.798 0.128421 1.81 
../gentests/MarkMtx5/b5_10_0002_088.mtx 338.944 0.106263 1.34 
../gentests/MarkMtx5/b5_10_0002_089.mtx 346.79 0.136895 1.72 
../gentests/MarkMtx5/b5_10_0002_090.mtx 322.939 0.103263 1.31 
../gentests/MarkMtx5/b5_10_0002_091.mtx 341.892 0.113947 1.47 
../gentests/MarkMtx5/b5_10_0002_092.mtx 365.275 0.136789 1.96 
../gentests/MarkMtx5/b5_10_0002_093.mtx 341.574 0.118684 1.6 
../gentests/MarkMtx5/b5_10_0002_094.mtx 354.288 0.124842 1.73 
../gentests/MarkMtx5/b5_10_0002_095.mtx 374.278 0.160263 2.35 
../gentests/MarkMtx5/b5_10_0002_096.mtx 358.28 0.124684 1.77 
../gentests/MarkMtx5/b5_10_0002_097.mtx 329.15 0.0917895 1.22 
../gentests/MarkMtx5/b5_10_0002_098.mtx 374.368 0.189947 2.89 
../gentests/MarkMtx5/b5_10_0002_099.mtx 332.769 0.0991053 1.27 
../gentests/MarkMtx5/b5_10_0003_000.mtx 386.094 0.176474 2.98 
../gentests/MarkMtx5/b5_10_0003_001.mtx 386.083 0.191895 2.83 
../gentests/MarkMtx5/b5_10_0003_002.mtx 343.126 0.112526 1.66 
../gentests/MarkMtx5/b5_10_0003_003.mtx 316.209 0.0904737 1.11 
../gentests/MarkMtx5/b5_10_0003_004.mtx 389.724 0.187158 2.95 
../gentests/MarkMtx5/b5_10_0003_005.mtx 345.266 0.136421 1.73 
../gentests/MarkMtx5/b5_10_0003_006.mtx 311.209 0.0898947 1.13 
../gentests/MarkMtx5/b5_10_0003_007.mtx 379.615 0.147053 2.04 
../gentests/MarkMtx5/b5_10_0003_008.mtx 403.12 0.240737 3.94 
../gentests/MarkMtx5/b5_10_0003_009.mtx 377.443 0.146684 2.52 
../gentests/MarkMtx5/b5_10_0003_010.mtx 389.221 0.175579 2.54 
../gentests/MarkMtx5/b5_10_0003_011.mtx 343.768 0.129316 1.74 
../gentests/MarkMtx5/b5_10_0003_012.mtx 384.228 0.191474 2.85 
../gentests/MarkMtx5/b5_10_0003_013.mtx 365.516 0.124737 1.79 
../gentests/MarkMtx5/b5_10_0003_014.mtx 355.177 0.129211 1.7 
../gentests/MarkMtx5/b5_10_0003_015.mtx 335.394 0.121158 1.62 
../gentests/MarkMtx5/b5_10_0003_016.mtx 346.203 0.111421 1.46 
../gentests/MarkMtx5/b5_10_0003_017.mtx 411.134 0.247579 4.2 
../gentests/MarkMtx5/b5_10_0003_018.mtx 367.217 0.144158 2.11 
../gentests/MarkMtx5/b5_10_0003_019.mtx 338.264 0.111789 1.4 
../gentests/MarkMtx5/b5_10_0003_020.mtx 343.091 0.131053 1.62 
../gentests/MarkMtx5/b5_10_0003_021.mtx 439.911 0.250316 5.33 
../gentests/MarkMtx5/b5_10_0003_022.mtx 779.415 0.958053 40.19 
../gentests/MarkMtx5/b5_10_0003_023.mtx 361.379 0.144842 1.96 
../gentests/MarkMtx5/b5_10_0003_024.mtx 340.663 0.0991053 1.37 
../gentests/MarkMtx5/b5_10_0003_025.mtx 399.981 0.214684 3.38 
../gentests/MarkMtx5/b5_10_0003_026.mtx 405.35 0.234684 3.87 
../gentests/MarkMtx5/b5_10_0003_027.mtx 342.116 0.119632 1.56 
../gentests/MarkMtx5/b5_10_0003_028.mtx 392.926 0.209526 3.18 
../gentests/MarkMtx5/b5_10_0003_029.mtx 400.02 0.243842 3.38 
../gentests/MarkMtx5/b5_10_0003_030.mtx 324.579 0.113684 1.49 
../gentests/MarkMtx5/b5_10_0003_031.mtx 365.157 0.137789 1.89 
../gentests/MarkMtx5/b5_10_0003_032.mtx 342.383 0.123 1.61 
../gentests/MarkMtx5/b5_10_0003_033.mtx 353.575 0.134895 1.7 
../gentests/MarkMtx5/b5_10_0003_034.mtx 361.518 0.142579 2.04 
../gentests/MarkMtx5/b5_10_0003_035.mtx 343.103 0.133947 1.75 
../gentests/MarkMtx5/b5_10_0003_036.mtx 392.201 0.209474 3.37 
../gentests/MarkMtx5/b5_10_0003_037.mtx 376.809 0.168684 2.5 
../gentests/MarkMtx5/b5_10_0003_038.mtx 338.488 0.110526 1.47 
../gentests/MarkMtx5/b5_10_0003_039.mtx 336.985 0.0997895 1.35 
