Results
Filename spectrum1 spectrum2 spectrum3 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_697.mtx 4:2 6:7 8:97 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_036.mtx 4:6 6:6 8:86 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_338.mtx 4:2 6:8 8:78 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_897.mtx 4:2 6:11 8:62 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_557.mtx 4:3 6:15 8:75 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_616.mtx 6:11 8:79 10:698 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_042.mtx 4:2 6:5 8:73 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_076.mtx 6:8 8:71 10:695 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_178.mtx 4:1 6:6 8:79 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_554.mtx 4:1 6:4 8:79 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_211.mtx 4:1 6:6 8:70 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_520.mtx 4:1 6:9 8:67 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_790.mtx 4:2 6:8 8:78 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_200.mtx 4:2 6:6 8:64 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_688.mtx 4:4 6:8 8:98 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_964.mtx 4:1 6:9 8:84 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_866.mtx 4:2 6:7 8:73 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_856.mtx 4:3 6:10 8:97 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_100.mtx 4:1 6:7 8:74 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_723.mtx 4:1 6:10 8:69 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_273.mtx 4:1 6:8 8:75 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_007.mtx 4:1 6:8 8:74 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_360.mtx 4:1 6:8 8:89 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_613.mtx 4:2 6:8 8:101 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_454.mtx 4:4 6:7 8:83 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_248.mtx 4:4 6:3 8:90 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_017.mtx 4:3 6:10 8:82 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_300.mtx 4:2 6:8 8:70 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_532.mtx 4:3 6:12 8:105 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_638.mtx 4:3 6:9 8:80 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_346.mtx 4:1 6:10 8:65 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_963.mtx 4:2 6:12 8:65 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_977.mtx 4:4 6:15 8:80 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_947.mtx 4:3 6:12 8:61 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_485.mtx 4:3 6:6 8:70 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_253.mtx 4:4 6:6 8:81 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_236.mtx 4:4 6:11 8:80 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_740.mtx 4:1 6:7 8:83 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_471.mtx 4:1 6:12 8:75 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_203.mtx 4:2 6:9 8:76 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_354.mtx 4:1 6:4 8:81 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_843.mtx 4:1 6:8 8:70 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_290.mtx 4:1 6:11 8:73 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_105.mtx 4:2 6:15 8:87 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_332.mtx 4:1 6:12 8:68 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_887.mtx 4:1 6:9 8:74 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_522.mtx 4:3 6:6 8:83 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_124.mtx 4:1 6:10 8:65 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_259.mtx 4:2 6:9 8:80 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_778.mtx 4:1 6:11 8:76 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_631.mtx 4:1 6:7 8:75 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_215.mtx 4:2 6:6 8:81 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_283.mtx 4:1 6:11 8:74 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_065.mtx 4:1 6:10 8:67 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_630.mtx 6:9 8:86 10:705 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_919.mtx 4:3 6:7 8:64 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_959.mtx 4:3 6:14 8:84 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_982.mtx 4:1 6:8 8:70 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_083.mtx 4:1 6:10 8:76 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_528.mtx 4:2 6:8 8:82 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_282.mtx 4:2 6:8 8:77 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_062.mtx 4:4 6:7 8:70 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_316.mtx 4:1 6:8 8:78 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_176.mtx 4:3 6:14 8:61 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_047.mtx 4:2 6:8 8:84 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_052.mtx 6:11 8:95 10:695 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_523.mtx 4:1 6:8 8:77 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_447.mtx 4:3 6:8 8:60 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_475.mtx 6:6 8:80 10:717 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_749.mtx 4:1 6:5 8:76 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_131.mtx 4:5 6:8 8:104 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_296.mtx 6:5 8:74 10:714 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_716.mtx 4:3 6:9 8:77 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_670.mtx 4:3 6:12 8:82 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_538.mtx 4:1 6:10 8:80 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_071.mtx 4:1 6:12 8:75 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_705.mtx 4:3 6:4 8:76 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_787.mtx 4:2 6:11 8:76 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_993.mtx 4:1 6:11 8:76 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_243.mtx 4:4 6:7 8:86 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_864.mtx 6:14 8:84 10:671 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_762.mtx 4:1 6:7 8:70 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_207.mtx 4:1 6:11 8:74 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_318.mtx 4:2 6:10 8:72 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_366.mtx 4:1 6:12 8:72 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_337.mtx 4:2 6:11 8:81 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_031.mtx 4:3 6:15 8:90 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_418.mtx 4:2 6:8 8:58 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_291.mtx 4:1 6:7 8:74 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_797.mtx 4:1 6:9 8:77 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_852.mtx 4:1 6:9 8:76 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_161.mtx 4:2 6:9 8:84 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_973.mtx 6:6 8:78 10:699 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_147.mtx 4:1 6:6 8:88 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_427.mtx 4:2 6:10 8:105 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_861.mtx 4:1 6:10 8:73 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_598.mtx 4:2 6:7 8:73 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_895.mtx 4:1 6:11 8:74 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_015.mtx 4:1 6:9 8:71 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_981.mtx 4:1 6:9 8:75 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_800.mtx 4:1 6:7 8:82 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_464.mtx 4:5 6:7 8:64 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_583.mtx 4:1 6:10 8:66 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_341.mtx 4:1 6:9 8:107 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_920.mtx 4:4 6:6 8:84 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_969.mtx 4:2 6:7 8:68 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_876.mtx 6:11 8:77 10:666 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_742.mtx 4:4 6:5 8:82 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_320.mtx 6:9 8:74 10:686 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_370.mtx 4:3 6:13 8:73 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_261.mtx 6:11 8:72 10:677 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_137.mtx 4:1 6:5 8:82 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_208.mtx 4:2 6:8 8:69 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_336.mtx 4:1 6:7 8:81 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_694.mtx 6:12 8:82 10:678 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_863.mtx 4:5 6:5 8:62 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_457.mtx 4:1 6:9 8:75 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_573.mtx 4:3 6:11 8:68 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_257.mtx 4:1 6:6 8:72 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_299.mtx 6:7 8:77 10:727 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_510.mtx 4:2 6:8 8:82 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_889.mtx 4:2 6:18 8:74 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_129.mtx 4:4 6:13 8:98 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_673.mtx 4:3 6:6 8:74 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_566.mtx 4:2 6:11 8:72 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_213.mtx 6:13 8:70 10:654 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_170.mtx 4:2 6:5 8:82 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_883.mtx 4:3 6:8 8:79 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_349.mtx 4:3 6:10 8:89 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_040.mtx 4:1 6:15 8:102 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_659.mtx 4:1 6:5 8:87 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_364.mtx 4:4 6:6 8:83 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_289.mtx 4:3 6:9 8:86 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_133.mtx 4:1 6:12 8:79 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_817.mtx 6:8 8:82 10:677 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_582.mtx 4:3 6:7 8:77 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_921.mtx 4:1 6:10 8:75 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_956.mtx 4:1 6:6 8:79 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_781.mtx 4:1 6:7 8:72 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_833.mtx 4:3 6:6 8:86 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_016.mtx 4:3 6:10 8:70 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_599.mtx 4:3 6:12 8:77 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_164.mtx 4:4 6:7 8:74 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_218.mtx 4:4 6:5 8:80 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_069.mtx 4:2 6:11 8:79 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_849.mtx 6:10 8:92 10:673 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_911.mtx 4:1 6:12 8:70 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_834.mtx 4:2 6:11 8:67 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_612.mtx 4:1 6:7 8:63 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_545.mtx 6:9 8:76 10:696 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_433.mtx 6:9 8:85 10:693 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_877.mtx 6:7 8:71 10:705 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_355.mtx 4:2 6:13 8:79 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_193.mtx 4:2 6:11 8:69 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_726.mtx 4:3 6:10 8:85 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_831.mtx 6:7 8:76 10:694 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_432.mtx 4:3 6:10 8:91 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_624.mtx 4:6 6:10 8:77 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_925.mtx 6:11 8:73 10:655 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_802.mtx 6:9 8:80 10:683 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_506.mtx 4:2 6:9 8:63 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_391.mtx 4:3 6:12 8:71 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_468.mtx 4:3 6:6 8:67 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_966.mtx 4:1 6:14 8:73 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_806.mtx 6:10 8:89 10:669 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_707.mtx 4:4 6:8 8:82 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_008.mtx 6:7 8:88 10:683 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_479.mtx 4:2 6:5 8:77 
/home/antonkov/masterWork/spectrumSources/../gentests/RandomBase5_19/b5_10_0019_107.mtx 4:3 6:9 8:84 
