Results
Filename spectrum1 spectrum2 spectrum3 spectrum4 spectrum5 spectrum6 spectrum7 spectrum8 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/863.mtx 4:109 6:949 8:13715 10:194264 12:2946351 14:45725008 16:724823147 18:11670532161 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/927.mtx 4:97 6:1009 8:13979 10:198044 12:3022294 14:47082143 16:749627817 18:12119710418 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/332.mtx 4:98 6:1026 8:14201 10:206961 12:3169280 14:49709431 16:797658188 18:12997850304 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/824.mtx 4:108 6:1076 8:15454 10:227745 12:3548336 14:56839250 16:929593793 18:15440536641 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/324.mtx 4:86 6:844 8:10697 10:145056 12:2063557 14:30203376 16:451234125 18:6847669921 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/082.mtx 4:96 6:1012 8:13479 10:196357 12:2965462 14:46048748 16:730697136 18:11778053542 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/377.mtx 4:89 6:1043 8:14161 10:205924 12:3132320 14:49154208 16:787301933 18:12808290753 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/641.mtx 4:83 6:1264 8:16738 10:254816 12:4058715 14:66454582 16:1111278364 18:18875541842 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/340.mtx 4:87 6:1172 8:15591 10:233423 12:3652894 14:58761509 16:965389851 18:16112364624 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/751.mtx 4:99 6:1099 8:15275 10:228726 12:3554507 14:56902355 16:930702623 18:15462873156 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/310.mtx 4:83 6:900 8:11132 10:154038 12:2223503 14:32899607 16:497414631 18:7642293615 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/626.mtx 4:94 6:1058 8:14405 10:210609 12:3230516 14:50910363 16:819362168 18:13397813191 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/151.mtx 4:87 6:904 8:11727 10:163926 12:2384648 14:35739892 16:546761406 18:8500243183 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/153.mtx 4:90 6:1115 8:15609 10:230252 12:3584951 14:57574402 16:942989716 18:15692228649 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/356.mtx 4:83 6:1221 8:16135 10:243237 12:3833395 14:62204440 16:1030356599 18:17336505882 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/997.mtx 4:79 6:951 8:11607 10:162999 12:2372041 14:35506309 16:542866566 18:8431034713 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/505.mtx 4:95 6:956 8:12168 10:171741 12:2531157 14:38330268 16:592307263 18:9300424231 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/654.mtx 4:83 6:909 8:11801 10:163523 12:2384766 14:35728113 16:546634578 18:8497120494 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/663.mtx 4:77 6:897 8:11036 10:151875 12:2179966 14:32176786 16:485007477 18:7427509514 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/768.mtx 4:99 6:1083 8:15209 10:225653 12:3507378 14:56006171 16:913912556 18:15148951329 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/895.mtx 4:87 6:1089 8:15003 10:218665 12:3379788 14:53685986 16:870639008 18:14345132656 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/902.mtx 4:78 6:958 8:12357 10:171648 12:2530695 14:38308244 16:591969081 18:9294135899 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/189.mtx 4:82 6:1018 8:13146 10:188577 12:2826727 14:43540636 16:685468910 18:10961079607 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/041.mtx 4:74 6:700 8:8105 10:103996 12:1387914 14:18957630 16:265010919 18:3763453167 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/211.mtx 4:108 6:1148 8:16504 10:249720 12:3958159 14:64572740 16:1075193807 18:18187818207 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/141.mtx 4:103 6:1013 8:14262 10:205724 12:3155875 14:49500295 16:793661529 18:12924868956 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/114.mtx 4:100 6:1030 8:14530 10:211086 12:3241690 14:51131803 16:823471842 18:13472454817 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/074.mtx 4:76 6:857 8:11012 10:147508 12:2113471 14:31024526 16:465247812 18:7087513175 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/977.mtx 4:90 6:945 8:12681 10:180994 12:2677748 14:40915418 16:638437571 18:10118281171 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/894.mtx 4:76 6:804 8:9885 10:130822 12:1827855 14:26181002 16:383256921 18:5698467442 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/478.mtx 4:95 6:1172 8:16033 10:243078 12:3827855 14:62050396 16:1027432544 18:17282008465 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/891.mtx 4:65 6:761 8:9140 10:117302 12:1600151 14:22439638 16:321286502 18:4673305615 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/760.mtx 4:89 6:1070 8:14539 10:211506 12:3242991 14:51176397 16:824435660 18:13490087687 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/407.mtx 4:78 6:836 8:10548 10:140932 12:1999945 14:29104471 16:432408657 18:6527384345 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/831.mtx 4:104 6:1308 8:18901 10:296262 12:4857377 14:81972740 16:1412404262 18:24720131657 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/466.mtx 4:100 6:1087 8:15419 10:227871 12:3558730 14:56922828 16:931195014 18:15471047415 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/384.mtx 4:70 6:800 8:9902 10:128934 12:1796974 14:25679281 16:374953037 18:5559368878 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/277.mtx 4:95 6:1097 8:15096 10:222889 12:3462282 14:55172287 16:898347436 18:14858676943 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/177.mtx 4:88 6:1085 8:15008 10:218485 12:3379197 14:53659804 16:870204414 18:14336746597 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/868.mtx 4:79 6:739 8:9047 10:118710 12:1617262 14:22734293 16:326028029 18:4750774606 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/456.mtx 4:107 6:1232 8:17809 10:274231 12:4435899 14:73716369 16:1251101958 18:21566050203 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/256.mtx 4:92 6:859 8:11268 10:154615 12:2226959 14:33030177 16:499642240 18:7679740666 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/673.mtx 4:98 6:1130 8:15678 10:232679 12:3639479 14:58592047 16:962013955 18:16048487024 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/845.mtx 4:92 6:1049 8:14208 10:205624 12:3142191 14:49303777 16:790064424 18:12858553855 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/248.mtx 4:79 6:956 8:12000 10:169026 12:2473478 14:37280285 16:574037510 18:8977904070 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/416.mtx 4:74 6:867 8:10376 10:140143 12:1983734 14:28827981 16:427711468 18:6447691597 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/415.mtx 4:86 6:881 8:11179 10:155498 12:2237338 14:33164091 16:501998789 18:7721448613 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/091.mtx 4:65 6:761 8:9202 10:118441 12:1612686 14:22672955 16:325110419 18:4735741236 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/928.mtx 4:104 6:1249 8:17475 10:270051 12:4354559 14:72132955 16:1220180865 18:20970174026 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/373.mtx 4:73 6:843 8:10015 10:135368 12:1895161 14:27322569 16:402391125 18:6020016176 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/063.mtx 4:99 6:1015 8:14405 10:207209 12:3182624 14:50008486 16:802746364 18:13092387703 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/295.mtx 4:92 6:962 8:13303 10:189349 12:2830319 14:43690594 16:688030196 18:11006689286 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/130.mtx 4:87 6:1012 8:13603 10:194234 12:2935136 14:45514532 16:720998866 18:11602176804 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/306.mtx 4:102 6:906 8:13341 10:187889 12:2821545 14:43448095 16:683682102 18:10928289536 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/432.mtx 4:82 6:1114 8:14211 10:209340 12:3203040 14:50406475 16:810175729 18:13228816487 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/404.mtx 4:80 6:1110 8:14270 10:207042 12:3173621 14:49884045 16:800500137 18:13050842234 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/142.mtx 4:107 6:1244 8:17734 10:276286 12:4464954 14:74282506 16:1261678812 18:21775053062 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/286.mtx 4:93 6:1006 8:13315 10:190986 12:2873946 14:44444079 16:701520996 18:11250010416 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/592.mtx 4:99 6:1107 8:14740 10:219572 12:3393608 14:53941784 16:875397218 18:14431912666 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/712.mtx 4:82 6:882 8:11068 10:152434 12:2186283 14:32298617 16:487117511 18:7463828815 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/108.mtx 4:84 6:864 8:11499 10:154809 12:2247044 14:33299398 16:504542752 18:7763959525 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/427.mtx 4:77 6:945 8:11870 10:165728 12:2413917 14:36275307 16:556322635 18:8666341233 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/699.mtx 4:93 6:832 8:10504 10:143311 12:2040155 14:29760217 16:443721239 18:6719125782 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/370.mtx 4:89 6:1036 8:13856 10:201209 12:3055397 14:47676581 16:760334866 18:12316988114 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/990.mtx 4:102 6:1056 8:15342 10:223541 12:3483189 14:55561862 16:905639209 18:14994078125 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/964.mtx 4:74 6:926 8:11776 10:161740 12:2353300 14:35180958 16:537256200 18:8332900846 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/930.mtx 4:91 6:976 8:13550 10:190440 12:2874441 14:44432286 16:701459701 18:11247909387 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/744.mtx 4:73 6:639 8:7475 10:93155 12:1207147 14:16173262 16:220987629 18:3067247385 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/498.mtx 4:59 6:606 8:6779 10:81053 12:1026105 14:13356696 16:177601209 18:2398830048 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/786.mtx 4:89 6:1022 8:13405 10:188395 12:2851581 14:43972872 16:693341797 18:11101707204 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/848.mtx 4:91 6:1140 8:15703 10:233650 12:3652610 14:58797171 16:966055769 18:16124524623 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/399.mtx 4:99 6:1031 8:14275 10:210161 12:3210138 14:50535612 16:812579764 18:13273047638 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/045.mtx 4:80 6:776 8:9604 10:126700 12:1760119 14:25038192 16:364213249 18:5380878207 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/559.mtx 4:86 6:1154 8:15092 10:226809 12:3514499 14:56188173 16:917324407 18:15212429364 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/735.mtx 4:95 6:1001 8:13785 10:197453 12:2997015 14:46622099 16:741178210 18:11967124360 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/944.mtx 4:71 6:655 8:7435 10:92497 12:1203480 14:16083604 16:219559191 18:3045706231 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/258.mtx 4:99 6:1007 8:13464 10:190522 12:2885794 14:44591663 16:704550713 18:11303515413 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/700.mtx 4:80 6:911 8:11279 10:157033 12:2269338 14:33678774 16:511151370 18:7879004776 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/003.mtx 4:89 6:816 8:10400 10:139455 12:1970232 14:28610250 16:424160133 18:6387190208 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/186.mtx 4:79 6:932 8:11820 10:165510 12:2405349 14:36121907 16:553675114 18:8620050745 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/628.mtx 4:99 6:1014 8:14356 10:209651 12:3202956 14:50416254 16:810374770 18:13232077729 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/996.mtx 4:93 6:1332 8:18982 10:294909 12:4837122 14:81580514 16:1404670885 18:24568533949 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/840.mtx 4:97 6:1096 8:14467 10:214900 12:3303200 14:52276767 16:844631104 18:13862870727 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/588.mtx 4:90 6:1020 8:13534 10:194938 12:2939003 14:45623909 16:722960688 18:11637297631 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/352.mtx 4:76 6:859 8:10482 10:143316 12:2028353 14:29564865 16:440370341 18:6663201587 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/890.mtx 4:94 6:1209 8:17338 10:261689 12:4197192 14:69073956 16:1161607610 18:19840257363 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/522.mtx 4:80 6:805 8:10397 10:138195 12:1951386 14:28251309 16:418166665 18:6285543945 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/033.mtx 4:80 6:761 8:9819 10:125202 12:1746412 14:24847657 16:360994195 18:5327301996 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/715.mtx 4:105 6:1204 8:18049 10:276424 12:4461348 14:74296224 16:1262110492 18:21781575041 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/492.mtx 4:78 6:664 8:8409 10:104663 12:1403764 14:19226864 16:269398777 18:3832843556 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/390.mtx 4:83 6:873 8:10929 10:149257 12:2141955 14:31495920 16:473445113 18:7227694587 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/931.mtx 4:86 6:713 8:8887 10:113418 12:1550688 14:21583952 16:307464253 18:4447194661 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/083.mtx 4:90 6:945 8:12062 10:166411 12:2445905 14:36789492 16:565686481 18:8828940660 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/695.mtx 4:89 6:967 8:12748 10:181209 12:2690787 14:41160402 16:642746711 18:10194623806 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/305.mtx 4:83 6:755 8:10148 10:132422 12:1852583 14:26620038 16:390622331 18:5821713986 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/676.mtx 4:85 6:825 8:10670 10:143343 12:2041071 14:29777875 16:444109469 18:6725183782 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/666.mtx 4:68 6:953 8:11050 10:152486 12:2195915 14:32446100 16:489655164 18:7507440071 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/275.mtx 4:108 6:1105 8:16163 10:240946 12:3807959 14:61626049 16:1019608862 18:17132351368 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/914.mtx 4:81 6:913 8:11249 10:156613 12:2263884 14:33603700 16:509655272 18:7853746889 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/291.mtx 4:76 6:908 8:11430 10:157552 12:2277146 14:33824154 16:513832858 18:7924910452 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/817.mtx 4:97 6:1109 8:15359 10:229255 12:3565663 14:57161581 16:935397233 18:15550388073 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/719.mtx 4:106 6:989 8:13277 10:191174 12:2886805 14:44621231 16:704854405 18:11310049679 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/192.mtx 4:88 6:888 8:11856 10:162383 12:2371344 14:35485830 16:542584835 18:8425798696 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/539.mtx 4:79 6:886 8:11496 10:155529 12:2255160 14:33479017 16:507421153 18:7814413550 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/386.mtx 4:67 6:716 8:8105 10:102022 12:1359106 14:18551801 16:258387999 18:3657402444 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/585.mtx 4:79 6:877 8:10938 10:149949 12:2144582 14:31575244 16:474676028 18:7249612915 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/803.mtx 4:72 6:838 8:9796 10:129905 12:1817746 14:26009931 16:380301948 18:5649748536 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/934.mtx 4:83 6:867 8:10992 10:150704 12:2152707 14:31756609 16:477751397 18:7302080728 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/827.mtx 4:86 6:998 8:13632 10:193181 12:2923546 14:45228737 16:716285803 18:11515059645 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/867.mtx 4:90 6:859 8:11549 10:159120 12:2309047 14:34356526 16:523017168 18:8084653414 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/764.mtx 4:81 6:726 8:8742 10:114114 12:1543857 14:21523244 16:306326404 18:4429123489 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/792.mtx 4:89 6:1004 8:13465 10:191865 12:2892049 14:44776266 16:707351005 18:11356206685 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/971.mtx 4:89 6:1117 8:15741 10:229741 12:3598325 14:57739319 16:946273494 18:15753220740 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/046.mtx 4:83 6:1042 8:13494 10:194940 12:2935050 14:45562184 16:721887129 18:11617217375 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/391.mtx 4:94 6:1034 8:13832 10:200475 12:3046129 14:47531006 16:757629954 18:12267278042 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/097.mtx 4:89 6:874 8:11507 10:158669 12:2305146 14:34273427 16:521618943 18:8060239120 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/120.mtx 4:79 6:906 8:10734 10:147866 12:2119279 14:31105154 16:466604353 18:7111046083 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/982.mtx 4:102 6:1019 8:14144 10:205614 12:3147989 14:49332003 16:790765076 18:12871079599 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/431.mtx 4:85 6:1070 8:13708 10:200667 12:3037101 14:47412517 16:755370117 18:12226147005 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/081.mtx 4:85 6:1031 8:13366 10:193887 12:2914066 14:45176459 16:714728499 18:11488792450 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/320.mtx 4:92 6:1013 8:14028 10:200806 12:3051052 14:47662173 16:759925173 18:12309576530 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/238.mtx 4:78 6:826 8:10614 10:142657 12:2017976 14:29416724 16:437858765 18:6619872358 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/489.mtx 4:90 6:1031 8:14151 10:203799 12:3108971 14:48646733 16:778200658 18:12642250950 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/005.mtx 4:82 6:951 8:13084 10:181332 12:2706511 14:41401198 16:647154388 18:10273769749 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/785.mtx 4:120 6:1008 8:14626 10:216415 12:3333038 14:52822961 16:854731822 18:14049292030 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/876.mtx 4:88 6:952 8:12538 10:176087 12:2614412 14:39755722 16:617522185 18:9747334217 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/044.mtx 4:95 6:982 8:13767 10:194162 12:2947039 14:45743178 16:724924813 18:11673542749 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/634.mtx 4:77 6:918 8:11548 10:159731 12:2314354 14:34511255 16:525484784 18:8128123730 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/380.mtx 4:100 6:1027 8:15270 10:221124 12:3428459 14:54592665 16:887392998 18:14655462383 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/622.mtx 4:68 6:761 8:9246 10:119474 12:1634666 14:23001004 16:330531389 18:4824672905 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/642.mtx 4:96 6:840 8:10942 10:150803 12:2162926 14:31881693 16:479936053 18:7339936403 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/392.mtx 4:92 6:1109 8:14518 10:215817 12:3322122 14:52603788 16:850566189 18:13972878259 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/995.mtx 4:68 6:698 8:8214 10:103793 12:1379835 14:18884954 16:263741453 18:3742900867 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/398.mtx 4:77 6:866 8:10868 10:146995 12:2107002 14:30859003 16:462595863 18:7041991236 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/270.mtx 4:82 6:926 8:12005 10:165915 12:2436662 14:36596541 16:561874841 18:8764939226 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/348.mtx 4:93 6:1053 8:15033 10:217279 12:3357300 14:53295255 16:863315421 18:14208499582 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/135.mtx 4:85 6:859 8:11150 10:150905 12:2176225 14:32081731 16:483462714 18:7400004354 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/554.mtx 4:89 6:974 8:12784 10:184411 12:2738127 14:41985905 16:657461220 18:10458837003 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/469.mtx 4:54 6:613 8:6981 10:82412 12:1047863 14:13695278 16:182802512 18:2477655147 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/826.mtx 4:84 6:1013 8:13268 10:190415 12:2855536 14:44088222 16:695375332 18:11138577915 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/708.mtx 4:84 6:908 8:11492 10:160408 12:2321975 14:34647962 16:527862661 18:8169539368 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/852.mtx 4:93 6:1045 8:14293 10:208864 12:3191510 14:50214421 16:806612501 18:13162911208 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/234.mtx 4:86 6:1055 8:14335 10:207850 12:3172884 14:49882952 16:800602508 18:13052962425 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/372.mtx 4:85 6:1064 8:14252 10:207071 12:3158518 14:49630320 16:795841547 18:12965820256 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/832.mtx 4:97 6:1126 8:15679 10:233491 12:3660014 14:58899965 16:967814339 18:16157664454 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/661.mtx 4:88 6:1082 8:14591 10:213247 12:3279091 14:51790194 16:835784111 18:13700027717 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/726.mtx 4:81 6:946 8:12137 10:168857 12:2479844 14:37415524 16:576206647 18:9016281794 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/106.mtx 4:64 6:793 8:9434 10:122651 12:1684812 14:23853653 16:344456748 18:5054123687 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/587.mtx 4:75 6:810 8:10042 10:133839 12:1872678 14:26950582 16:396017186 18:5913305849 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/819.mtx 4:100 6:935 8:13021 10:183622 12:2752269 14:42190008 16:661203468 18:10524669420 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/658.mtx 4:95 6:966 8:13290 10:189521 12:2850242 14:43951811 16:692856180 18:11093289667 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/767.mtx 4:84 6:1104 8:14216 10:208847 12:3193021 14:50255919 16:807305964 18:13175814329 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/475.mtx 4:85 6:953 8:12435 10:175561 12:2588268 14:39344454 16:610336606 18:9618995874 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/828.mtx 4:84 6:1148 8:15439 10:228174 12:3555706 14:56961999 16:931629798 18:15480285452 
/home/antonkov/masterWork/spectrumSources/../gentests/Richardson48/191.mtx 4:105 6:1116 8:15244 10:226512 12:3524844 14:56399806 16:921437142 18:15288123642 
